Tanggal,Username,Rekomendasi,Review,Informasi Tambahan
17 Dec 2023,jodhitaaa,jodhitaaa recommends this product!,"cocok buat yang punya kulit kusam dan belas jerawat, serumnya punya teksturnya ringan dan ga lengket, harga nya juga affordable banget sesuai sama kualitasnya, kulit aku yg normal cenderung kering serum ini enak dipake, tp untuk efek mencerahkan bekas jerawat agak kurang keliatan sih di aku, lebih",Usage Period : 1 week - 1 month Purchase Point : Shopee
16 Dec 2023,sintyams,sintyams recommends this product!,Serum kesayangan aku. Repurchase terus kalo ini jerawat hilang dan muka juga cerah gt. Bisa di layer dengan skincare lainnya jadi ga perlu pake ini itu tetap bisa kalo pakai serum ini. Muka juga plumpy lembab gtu pokoknya muka fresh kalo pakai ini,Usage Period : 3 months - 6 months Purchase Point : Shopee
16 Dec 2023,alithafv,alithafv recommends this product!,"serum niacinamide somethinc 10% bagus bgt hasilnya keliatan setelah pemakaian 2-3 minggu! cocok buat yang punya kulit kusam dan belas jerawat, serumnya punya teksturnya ringan dan ga lengket, harga nya juga affordable banget sesuai sama kualitanya, cocok untuk kantong mahasiswa seperti saya.",Usage Period : 3 months - 6 months Purchase Point : Shopee
16 Dec 2023,zalfawidya,zalfawidya recommends this product!,"serum niacinamide somethinc 10% bagus bgt hasilnya keliatan setelah pemakaian 2 minggu! cocok buat yang punya kulit kusam dan belas jerawat, serumnya punya teksturnya ringan dan ga lengket, harga nya juga affordable banget sesuai sama kualitasnya, cocok untuk kantong mahasiswa.",Usage Period : Less than 1 week Purchase Point : Shopee
16 Dec 2023,daffaalp,daffaalp recommends this product!,"melembabkan, namun untuk efeknya tidak instan jadi memang butuh kesabaran. tapi dia untuk kukit kering ke normal ok banget dan jadinya kulit plumpy gituu dia ada niacinamide nya jadi emang di aku lumayan mencerahkan dan ada beetnya yang melembabkan",Usage Period : 1 week - 1 month Purchase Point : Sample
16 Dec 2023,fannymierzaaa,fannymierzaaa recommends this product!,cepat meresap dan gampang ngeblend. cukup mencerahkan dan ga gampang bruntusan. enak bgt dipakai dan wanginya juga ga menyengat. pokoknya benar2 okee dan sukaaa bgt sama serym satu ini. bnr2 recommed bgt sih sama serum ini. tapi pengen coba yang lain,Usage Period : 1 week - 1 month Purchase Point : Shopee
16 Dec 2023,nadaaviana,nadaaviana recommends this product!,"Bagus siih ini serumnya, langsung nyerep di kulit dan ga lengket di kulit. repurchase dehh sama serum ini. Isinya juga banyak, dan lama habisnya di aku juga. Kulit wajahku juga rasanya jadi cerahan dan lembab tiap habis bangun tidur. Recommended inii",Usage Period : 3 months - 6 months Purchase Point : Shopee
16 Dec 2023,prlrenita,prlrenita recommends this product!,"di kulit aku yg normal cenderung kering serum ini enak dipake, tp untuk efek mencerahkan bekas jerawat agak kurang keliatan sih di aku, lebih ke melembabkan aja sm mencerahkan keseluruhan muka. tp gaada efek negatif yg bikin bruntusan atau jerawatan gitu.",Usage Period : 1 month - 3 months Purchase Point : Lazada
15 Dec 2023,ekwantidwi,ekwantidwi recommends this product!,"selama pemakaian ngaruh banget diaku, aku bahkan udah pake berkali2 sampe udah abis beberapa jar. bikin muka lebih moist dan cukup ngaruh diaku ya. suka banget. bisa dicoba temen2 untuk pemula. kulit aku juga lebih bersih fan cerah selama penggunaannya ya",Usage Period : Less than 1 week Purchase Point : Watson
15 Dec 2023,delliciouse,delliciouse recommends this product!,"asliiii pertama kali pake produk ini tuh pas muka lagi merah2 krn abis mencetin komedo wkwk (jgn disitu). trs malemnya pake serum ini, pas bangun pagi2, muka rasanya lgsg bersihhhh, udah ga merah2 trs pori2 jg tersamarkan kayak kehidrasi bgt. rekomen bgtttt deh",Usage Period : More than 1 year Purchase Point : Shopee
14 Dec 2023,cameliaa98,cameliaa98 recommends this product!,"Produk yang sangat bagus banget dan cocok untuk kulit saya, saya, produk ini sangat cocok untuk kulit seperti saya yang memiliki tipe kombinasi dan sangat bagus untuk melembabkan serta mengurangi kulit kusam dan menghaluskan serta mencerahkan kulit",Usage Period : Less than 1 week Purchase Point : Shopee
13 Dec 2023,mizz_ira,mizz_ira recommends this product!,"One of the best serum dari Somethinc untuk series niacinamide & sabi. Udah pakai cukup lama dan hasilnya memuaskan. Aku pakai di pagi dan malam hari. Melembutkan dan kulit wajah tampak lebih cerah, tapi tidak ketergantungan pada produk ini dan bisa di mix dengan produk lainnya.",Usage Period : 3 months - 6 months Purchase Point : Shopee
13 Dec 2023,cheery02,cheery02 doesn't recommend this product! ,"Sorry somethinc di aku gada perubahan apa apa jerawatku masih ada, ga memperbaik juga, jerawat tetep muncul. Terakhir kali aku beli somethinc tuh stuck di ini. Setelah beli microbiome ga ngaruh, beli ini ga ngaruh akhirnya aku stop serum. back to basic. Padahal awal2tuh excited beli ini karena bentukannya yang pump. ga ribet. but mungkin ga berjodoh sama somethinc.",Usage Period : 1 week - 1 month Purchase Point : Shopee
13 Dec 2023,Syapoe,Syapoe recommends this product!,"karena awalnya ga tertarik sama niacinamide, pas rutin pake ini malah takjub sama hasilnyaa. packaging : aku beli yang size 40 ml.serum dengan botol kaca yang ngeluarin produknya pake pump. pumpnya bisa diatur banyak sedikit keluarnya serum jadi bikin ga belepotan. terus bisa dilock dengan cara diputer bagian pumpnya, jadi kalo dibawa traveling aman ga kepencet2. Tekstur : gel bening agak ruiny gt teksturnya. mudah menyerap dan ga ada bau yang menyengat dan mengganggu. result : ini bikin mencerahkan banget kalo pakenya rutin. setelah dirajinin pake ini, aku jd jarang bruntusan. tekstur kulit lebih halus juga dan lebih kenceng. biasanya dibagian hidung suka ada clogged pores gt, itu juga mulai berkurang. si niacinamide somethinc ini bakal jd skincare wajib yg harus ada sihhh. secakep itu hasilnya. mgkn mau aku upgrade lagi yg 10%.âºï¸",Usage Period : 1 month - 3 months Purchase Point : Lazada
12 Dec 2023,cimahhh,cimahhh recommends this product!,"this is my holygrail! aku sesuka itu sama serum niacinamide 10% iniii, di aku hasilnya keliatan mencerahkannya, menyamarkan bekas jerawat jugaa, gaada fragnance yang mengganggu, teksturnya sedikit thick tidak terlalu watery, malam pakai paginya kulit wajah plumpy dan glowing sehat gitu aku udah repurchase 2 botol yg besar ini ð cobain dehhh",Usage Period : 6 months - 1 year Purchase Point : Shopee
12 Dec 2023,Ninissungkar,Ninissungkar recommends this product!,"pake ini cuma sekitar 1 botol dan belum banyak perubahan yang signifikan sih di aku. cuma bikin halus aja dan sedikit mencerahkan. karena kulit aku sepertinya lebih ngefek vit c daripada niacinamide. tapi kalo yg ampuh pake niacinamide harus coba ini, serumnya ringan di pake siang malam oke bgt",Usage Period : 1 month - 3 months Purchase Point : Shopee
12 Dec 2023,aidinaaf,aidinaaf recommends this product!,Serum paling the best yang pernah aku pakai sampai sekarang. cocok banget buat muka aku yg tipe normal dan ngefek juga sih di aku. muka aku jadi cerah dan keliatan glowing setelah pake 3 mingguan walaupun pake nya dikit-dikit. aku udah pake lebih dari setahun dan sesuka itu sama produk ini. luvvvvv bangetttt,Usage Period : More than 1 year Purchase Point : Lazada
12 Dec 2023,diniswan,diniswan recommends this product!,"maju mundur mau nyobain serum ini soalnya kandungannya niacinamide.. biasanya klo pakai yg ada kandungan ini nya suka breakout.. tp nekat nyobain soalnya penasaran, ternyata gak breakout dan yang ada malah kulit makin cerahhh.. luv banget jd layering favorit ku nih.. combo sama yg diamond..",Usage Period : 1 month - 3 months Purchase Point : Shopee
12 Dec 2023,cutade,cutade recommends this product!,"mau jalan 4 botol make serum ini, tiap ngerasa kulit kusam pasti make ini, belum nemu serum mencerahkan yang cocok dikulit aku selain niacin somethinc ini, bahkan setelah lepas cream dokter aku balik ke serum ini buat mencerahkan kulit aku supaya ga kusam.",Usage Period : More than 1 year Purchase Point : Shopee
12 Dec 2023,almnrn,almnrn recommends this product!,"first time nyoba niacinimide dan cocok senengg banget, karena sempet ragu maju mundur. tapi ternyata cocok, beneran nyerahin dan gentle jugaa gaada purging or smtg lainnyaa. walaupun kurang cepet nyerap (in my opinion) nungguin bentar ganyampe 5 menit masih okee. dan sebenernya yang bikin sukak karena dia gaada bau aneh, i mean gaada bau produk jadi sangat enak juga pas pake gaa ngiung. akan repurchase sih, siapa yang gamau bangun - bangun muka cerahh",Usage Period : 1 week - 1 month Purchase Point : Shopee
11 Dec 2023,shiera91,shiera91 recommends this product!,"Muka aku yang bruntusan jadi lembut pake ini dan bekas bekas jerawat memudar jadi bisa mencerahkan kulit juga. So far bagus dan works ini serumnya, so far kulit aku juga makin lembut dan kenyal banget. Worth to buy sih ini. Wajib cobain deh guys.",Usage Period : 1 week - 1 month Purchase Point : Shopee
10 Dec 2023,sayaka,sayaka recommends this product!,"Aku repurchase entah berapa kali ya, dan overall oke sih buat kulitku, meski ada jerawat tetap aman dipakai, kulit jadi terasa lembut. Buat orang yang pengen nyobain serum tapi masih ragu, bisa cobain ini sih. Pakai yang 5% aja. Jangan sembarangan upgrade ke 10% ya, belum tentu cocok pindah ke kandungan niacinamide yang lebih tinggi. Harus nanya ke expert atau riset dulu.",Usage Period : 6 months - 1 year Purchase Point : Shopee
10 Dec 2023,rilakumabear,rilakumabear recommends this product!,"Sempet frustasi gara-gara pake ini itu tapi jerawat nggak mereda. Trus aku lupa karna apa akhirnya aku memutuskan buat beli ini. Nah setelah nerapin skin minimalism dan pake ini, jerawatku jadi lebih cepet mereda. Trus juga ini tu nggam bikin kulitku kering.",Usage Period : 1 month - 3 months Purchase Point : Shopee
06 Dec 2023,Laelatulr,Laelatulr recommends this product!,"Somethinc 5% Niacinamide + Moisture Sabi Beet Serum. Serum Somethinc yang manfaatnya untuk mencerahkan. Cocok untuk yang mau coba-coba Niacinamide karena kandungannya hanya 5%. Ntah kenapa di aku efek mencerahkannya kurang nampol. Dan sayang banget dong punyaku cepet banget oksidasinya. Teksturnya gel bening harusnya. Packagingnya pump puter gitu. Repurchase or no? no deh, aku mau cobain yang 10%. Ratingnya 7/10.",Usage Period : 3 months - 6 months Purchase Point : shopee
05 Dec 2023,narikaryn,narikaryn recommends this product!,"Bingung karena susah banget nyari niacinamidenya The Ordinary, akhirnya nyobain ini dulu. Efek pertama kali pakai sebenernya keliatan banget, tapi setelah pemakaian beberapa lama jadi ga ngefek lagi. Lalu kalau dipake di indoor yang ber ac lama-lama kek ada butiran-butiran putih dari wajah gitu.",Usage Period : More than 1 year Purchase Point : Shopee
04 Dec 2023,monissacitra,monissacitra recommends this product!,"Serum niacinamide kedua yang aku coba setelah the ordinary. Fyi aku pake selama kurang lebih 2 bulan cukup memberikan hasil pd wajah walaupun tidak terlalu signifikan. Perubahan yg aku rasain wajah jd terlihat lebih cerah, lembab dan kenyal. Tp kadang suka munculin jerawat di tempat yang tdk biasanya numbuh jerawat. Jd habis botol kedua ga aku lanjutin lagi. Mungkin serum ini akan lebih baik pada kulit yang bener2 cocok sm bahan aktif niacinamide, buat pemula yang baru mencoba niacinamide disarankan untuk memakai dari konsentrasi 5% terlebih dahulu",Usage Period : 1 month - 3 months Purchase Point : Shopee
30 Nov 2023,Esha_galinda6,Esha_galinda6 recommends this product!,"Been using this produk for 2 months, itâs really works well on my face. My face look brighter, healthier, the pores even tighten. Used it 2 a day, morning and night. Canât really recomend this enough. You must try, somethinc itâs a good local brand that i ve ever try so far. The concistensy so watery and smelly nothing",Usage Period : 1 week - 1 month Purchase Point : Brand website
30 Nov 2023,Pipops13,Pipops13 recommends this product!,Aku udah pake produk ini sekitar 2 tahunan dan jadi serum yg wajib di pake. Efeknya di kulit nyata. Kulit jadi terasa lebih sehat dan lebih cerah. Menurut aku claim produknya sesuai. Emang butuh waktu untuk melihat hasilnya. ,Usage Period : More than 1 year Purchase Point : Traditional market
22 Nov 2023,mayripiu,mayripiu recommends this product!,dulu beli yg kemasan lama dan bagus buat lembabin. kebetulan dulu wajahku berjerawat dan merah2 bekasnya. dan memudar pake ini dong. wadanya udah hilang dan gak beli lagi karena masalah dompetku aja si wkwkwk. tapi serumnya emang best. pengen coba somethinc lagi. ya Allah smeoga aku kaya wkwk,Usage Period : 3 months - 6 months Purchase Point : Shopee
21 Nov 2023,erlinarahmynt,erlinarahmynt recommends this product!,"serum somethinc pertamaku. teksturnya gel bening. gak beraroma dan gak lengket. aku pake sebulan lebih, pagi dan malam. yg aku rasain, dia bikin lembap. tapi untuk mencerahkan kurang terlihat. ini lebih cocok untuk niacinamide pemula.",Usage Period : 1 month - 3 months Purchase Point : envio store
17 Nov 2023,Indahpradithaary,Indahpradithaary recommends this product!,"#Somethinc 10% Niacinamide + Moisture Sabi Beet Brightening SerumKandungan di series niacinamide somethinc ini bagus2 banget, aku telusuri main ingridientnya centella asiatica yg bisa meredakan kemerahan, kulit super sensitif, dan berjerawat eventhough pakai niacinamide in high persentageð, tapi aku ga rutin pakai dia, alhasil di aku ga keliatan signifikan perubahannya, cuma saat aku pakai dalam seminggu, bekas jerawat memudar hanya saja klaim cerahnya belum terasa. Packaging, formula dan harganya sangat aku rekomendasikan ð«¶",Usage Period : More than 1 year Purchase Point : Shopee
17 Nov 2023,salsabelae,salsabelae recommends this product!,"Pertama kali nyoba yg 5% dan langsung suka. Setelah beberapa kali nyoba aku ngrasa kulitku bener"" halus, memang efek cerahnya belum terlalu kelihatan. Tp waktu tau kulitku halus aja udah seneng bgt, wkwkwk. Bakal repurchase produk somethinc ini sih, tp kemungkinan mau nyoba yg 10%, hehehe",Usage Period : 1 week - 1 month Purchase Point : Shopee
17 Nov 2023,sasyaa,sasyaa doesn't recommend this product! ,"teksturnya gampang menyerap dan gak bikin lengket, tapi setelah pemakaian lama belum terlalu ngaruh untuk ngilangin bekas jerawat ataupun darkspot. Overall oke aja karena cocok dan gak bikin muka kenapa2 tapi somehow gak terlalu ada hasilnya di mukaku",Usage Period : 1 month - 3 months Purchase Point : Shopee
17 Nov 2023,alfifadilah,alfifadilah recommends this product!,"Serum wajib banget ini buat aku ini. Sebelumnya nyobain yg 5%, dan aman dong. Ketagihan pake sampe 6 bulan, trus coba naik ke yg 10%. Hasilnya lebih instan ya ternyata. Cuman emang agak lebih perih di wajah kalo pakai yg 10%. Tapi tetep ga bikin break out. Suka banget produk somethinc serumnya ga ada yg bikin kulitku break out. Secinta itu pokoknya sama somethinc. Wajib repurchase! Oh iya, ini aku pakenya dikombi sama vit c kalo pagi, dan retinol kalo malem.",Usage Period : More than 1 year Purchase Point : Shopee
17 Nov 2023,dee_dewi,dee_dewi recommends this product!,"Gatau udah repurchase berapa kali secinta ituuuu ð­ð­ð«¶ð»Fyi kulitku kebetulan gak cocok pake niacinamide 10%, selalu berujung bruntusan dan perih. Jadi aku nyoba pake yg 5% aja dan ternyata cocok. Serum ini lembab iya, memudarkan bekas jerawat iya. Pudar aja ya gak sampe bener2 ilang. Aku pake pagi-malam. Minusnya agak perih dipake di kulit yg lagi rewel kering sampe ngelupas.Dia sering diskon di marketplace jadi bisa nyetock ð¤£ð",Usage Period : More than 1 year Purchase Point : Lazada
16 Nov 2023,bernika16,bernika16 recommends this product!,"Sebelumnya aku udah pernah coba sampelnya, dan cocok. Jadi aku mutusin buat coba agak gedean. Kayanya aku emang cocok pake niacinamide, efek cerahnya dapet tapi gak instan yaa freeen. Teksturnya juga ringan, jadi dipake pagi pun gak greasy. Tapi gak tau kenapa punyaku pumpnya seret banget, gatau punya orang lain gimana",Usage Period : 1 month - 3 months Purchase Point : Gift
